rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
440,44,McGill University,73.4,440,63.3,50,70.9,48,83.9,234,45.3,518,91.5,92,Canada,"31,581",12.6,32%,59 : 41,McGill University,"Accounting & Finance,Education,Biological Sciences,Art, Performing Arts & Design,Archaeology,Law,Politics & International Studies (incl Development Studies),Other Health,Computer Science,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Civil Engineering,Psychology,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies",False,False
450,45,Georgia Institute of Technology,73.3,450,58.2,63,69.4,53,91.4,124,71.4,183,77.7,232,United States,"27,838",25.7,25%,33 : 67,Georgia Institute of Technology,"Architecture,Computer Science,Business & Management,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Languages, Literature & Linguistics,Sociology,Accounting & Finance,Geography,Psychology,Art, Performing Arts & Design,Mathematics & Statistics",False,False
460,46,"Nanyang Technological University, Singapore",73.0,460,57.2,68,70.3,49,85.1,216,87.0,92,93.9,59,Singapore,"23,951",14.7,24%,48 : 52,"Nanyang Technological University, Singapore NTU Nan yang","Civil Engineering,Economics & Econometrics,Psychology,Education,Sport Science,Sociology,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,Mechanical & Aerospace Engineering,Chemistry,Communication & Media Studies,Other Health,Computer Science,General Engineering,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Art, Performing Arts & Design,History, Philosophy & Theology",False,False
470,47,University of Texas at Austin,72.9,470,67.9,36,71.5,43,89.4,153,50.1,393,39.8,899,United States,"49,845",16.7,10%,53 : 47,University of Texas at Austin,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",False,False
480,48,University of Illinois at Urbana-Champaign,72.6,480,65.7,43,77.3,33,80.9,270,50.0,395,55.4,531,United States,"47,202",18.3,23%,48 : 52,University of Illinois at Urbana-Champaign,"Art, Performing Arts & Design,Computer Science,Archaeology,General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Business & Management,Geography,History, Philosophy & Theology,Other Health,Sport Science,Psychology,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Education,Accounting & Finance,Civil Engineering,Veterinary Science,Biological Sciences,Physics & Astronomy",False,False
490,49,Chinese University of Hong Kong,71.3,490,55.1,80,58.6,85,95.0,77,60.2,265,95.0,43,Hong Kong,"18,478",19.1,25%,,Chinese University of Hong Kong CUHK,"General Engineering,Education,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Geography,Accounting & Finance,Other Health,Medicine & Dentistry,Economics & Econometrics,Psychology,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Business & Management,Art, Performing Arts & Design,Law,Computer Science,Biological Sciences",False,False
500,50,University of Manchester,71.2,500,56.4,74,65.0,62,89.1,159,45.6,504,92.4,82,United Kingdom,"36,545",14.3,43%,54 : 46,University of Manchester,"Archaeology,Chemical Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,Geography,Education,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Chemistry,Computer Science,Biological Sciences,Architecture,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Law,Civil Engineering,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences",False,False
510,51,Washington University in St Louis,70.7,510,60.5,57,57.5,92,98.5,34,44.9,529,62.1,424,United States,"14,243",7.9,22%,,Washington University in St Louis,"General Engineering,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Law,Psychology,Biological Sciences,Chemistry,Education,Architecture,Communication & Media Studies,History, Philosophy & Theology,Medicine & Dentistry,Economics & Econometrics,Sociology,Chemical Engineering,Business & Management,Mathematics & Statistics,Electrical & Electronic Engineering,Accounting & Finance,Archaeology,Other Health,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False
520,52,University of North Carolina at Chapel Hill,70.6,520,62.2,52,63.4,65,95.6,72,45.0,526,41.1,867,United States,"31,064",8.1,8%,58 : 42,University of North Carolina at Chapel Hill,"Law,Chemistry,Communication & Media Studies,Archaeology,Education,Accounting & Finance,Biological Sciences,Psychology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Sociology,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Business & Management,Architecture,Geography,Sport Science,Agriculture & Forestry,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Physics & Astronomy",False,False
530,53,Wageningen University & Research,70.1,530,50.1,103,58.1,89,95.6,73,100.0,12,86.4,147,Netherlands,"14,871",20.2,27%,53 : 47,Wageningen University & Research,"Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Sociology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Agriculture & Forestry,Chemistry",False,False
540,=54,Australian National University,70.0,540,49.8,104,67.7,55,87.8,176,47.8,444,96.5,23,Australia,"18,934",17.6,47%,52 : 48,Australian National University anu,"Geography,Other Health,Chemistry,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Law,Archaeology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Agriculture & Forestry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Sociology,Communication & Media Studies,Business & Management,Civil Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Biological Sciences",False,False
550,=54,The University of Queensland,70.0,550,55.0,84,62.0,70,85.8,204,86.2,97,93.4,72,Australia,"41,914",35.8,41%,55 : 45,The University of Queensland UQ UOQ,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",False,False
560,=54,Seoul National University,70.0,560,73.8,30,73.8,39,68.5,454,98.2,32,36.9,985,South Korea,"26,871",15.4,11%,,Seoul National University,"Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Other Health,Education,General Engineering,Agriculture & Forestry,Architecture,Archaeology,Mathematics & Statistics,Computer Science,Geography,Chemical Engineering,Physics & Astronomy,Business & Management,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Sport Science,Chemistry",False,False
570,57,Monash University,69.9,570,54.3,89,61.7,71,87.7,178,79.2,128,91.0,95,Australia,"60,211",44.1,45%,57 : 43,Monash University,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
580,=58,The University of Sydney,69.8,580,51.8,94,62.2,68,90.5,136,66.1,214,90.9,96,Australia,"47,956",19.3,47%,59 : 41,The University of Sydney UniSyd,"History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Archaeology,Chemistry,Chemical Engineering,Communication & Media Studies,Education,Sociology,Psychology,Agriculture & Forestry,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Other Health,Veterinary Science,Physics & Astronomy,General Engineering,Law,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics",False,False
590,=58,University of Wisconsin-Madison,69.8,590,67.4,38,69.5,52,79.2,297,47.5,452,50.4,629,United States,"39,783",10.3,14%,,University of Wisconsin-Madison,"Sport Science,Geography,Civil Engineering,Computer Science,Psychology,Physics & Astronomy,Medicine & Dentistry,Agriculture & Forestry,Accounting & Finance,Law,Art, Performing Arts & Design,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,History, Philosophy & Theology,Veterinary Science,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Chemistry,Architecture,Chemical Engineering,Communication & Media Studies,Electrical & Electronic Engineering",False,False
600,60,Fudan University,69.7,600,66.8,40,68.4,54,79.0,300,70.7,189,48.6,662,China,"33,140",11.1,12%,52 : 48,Fudan University,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",False,False
